usage_date,subscription_id,primary_cell_id,data_gb,voice_minutes,sms_count,data_5g_pct,roaming_data_mb,dropped_calls,recharge_amount_clp,billed_amount_clp,ingestion_batch_id
2026-08-08,SUB-000006,CEL-00120,5.602,14.24,11,36.68,0.0,0,,2587.73,USAGE-20260808
2026-08-09,SUB-000006,CEL-00131,4.141,11.23,6,41.45,0.0,2,,1565.03,USAGE-20260809
2026-08-10,SUB-000006,CEL-00142,1.38,9.71,1,44.94,0.0,0,,533.00,USAGE-20260810
2026-08-11,SUB-000006,CEL-00153,1.978,30.62,14,85.74,0.0,0,,533.00,USAGE-20260811
2026-08-12,SUB-000006,CEL-00164,3.66,24.9,9,55.47,0.0,1,,1228.33,USAGE-20260812
2026-08-13,SUB-000006,CEL-00175,2.247,24.26,4,57.16,0.0,1,,533.00,USAGE-20260813
2026-08-14,SUB-000006,CEL-00006,4.045,16.19,17,92.12,0.0,0,,1497.83,USAGE-20260814
2026-08-01,SUB-000007,CEL-00050,0.883,17.05,12,74.38,0.0,1,15000.00,15000.00,USAGE-20260801
2026-08-02,SUB-000007,CEL-00061,1.162,7.99,7,32.35,0.0,2,,0.00,USAGE-20260802
2026-08-03,SUB-000007,CEL-00072,0.841,5.86,2,86.6,0.0,1,,0.00,USAGE-20260803
2026-08-04,SUB-000007,CEL-00083,0.703,5.03,15,46.87,383.3,0,,0.00,USAGE-20260804
2026-08-05,SUB-000007,CEL-00094,0.439,5.84,10,27.62,0.0,0,,0.00,USAGE-20260805
2026-08-06,SUB-000007,CEL-00105,0.734,2.89,5,99.46,0.0,1,,0.00,USAGE-20260806
2026-08-07,SUB-000007,CEL-00116,0.415,14.95,0,94.92,0.0,2,,0.00,USAGE-20260807
2026-08-08,SUB-000007,CEL-00127,1.426,6.81,13,79.97,0.0,2,15000.00,15000.00,USAGE-20260808
2026-08-09,SUB-000007,CEL-00138,1.347,3.54,8,40.71,0.0,0,,0.00,USAGE-20260809
2026-08-10,SUB-000007,CEL-00149,1.163,0.72,3,85.49,0.0,2,,0.00,USAGE-20260810
2026-08-11,SUB-000007,CEL-00160,0.605,2.55,16,99.95,0.0,1,,0.00,USAGE-20260811
2026-08-12,SUB-000007,CEL-00171,0.728,11.05,11,68.0,0.0,0,,0.00,USAGE-20260812
2026-08-13,SUB-000007,CEL-00002,0.647,21.93,6,56.02,0.0,0,,0.00,USAGE-20260813
2026-08-14,SUB-000007,CEL-00013,0.783,4.96,1,29.74,0.0,3,,0.00,USAGE-20260814
2026-08-01,SUB-000008,CEL-00057,6.395,3.11,14,27.87,0.0,1,,1709.50,USAGE-20260801
2026-08-02,SUB-000008,CEL-00068,5.725,7.28,9,74.76,0.0,0,,1240.50,USAGE-20260802
2026-08-03,SUB-000008,CEL-00079,8.393,8.26,4,35.3,0.0,1,,3108.10,USAGE-20260803
2026-08-03,SUB-000008,CEL-00090,3.704,11.97,17,87.47,0.0,0,,733.00,USAGE-20260804
2026-08-05,SUB-000008,CEL-00101,6.044,6.77,12,94.35,0.0,4,,1463.80,USAGE-20260805
2026-08-06,SUB-000008,CEL-00112,2.833,17.63,7,48.56,0.0,3,,733.00,USAGE-20260806
2026-08-07,SUB-000008,CEL-00123,6.499,19.0,2,54.52,0.0,0,,1782.30,USAGE-20260807
2026-08-08,SUB-000008,CEL-00134,2.908,19.34,15,25.0,0.0,1,,733.00,USAGE-20260808
2026-08-09,SUB-000008,CEL-00145,3.526,4.64,10,91.99,0.0,2,,733.00,USAGE-20260809
2026-08-10,SUB-000008,CEL-00156,6.549,11.52,5,55.42,0.0,0,,1817.30,USAGE-20260810
2026-08-11,SUB-000008,CEL-00167,5.288,9.15,0,27.26,0.0,2,,934.60,USAGE-20260811
2026-08-12,SUB-000008,CEL-00178,2.371,5.1,13,67.66,0.0,0,,733.00,USAGE-20260812
2026-08-13,SUB-000008,CEL-00009,4.025,6.22,8,55.9,0.0,1,,733.00,USAGE-20260813
2026-08-14,SUB-000008,CEL-00020,4.129,15.79,3,50.49,0.0,0,,733.00,USAGE-20260814
2026-08-01,SUB-000009,CEL-00064,5.296,12.62,16,91.61,0.0,2,,0.00,USAGE-20260801
2026-08-02,SUB-000009,CEL-00075,4.568,10.91,11,96.69,0.0,1,,0.00,USAGE-20260802
2026-08-03,SUB-000009,CEL-00086,2.927,21.02,6,95.91,0.0,1,,0.00,USAGE-20260803
2026-08-04,SUB-000009,CEL-00097,2.677,18.36,1,92.64,0.0,1,,0.00,USAGE-20260804
2026-08-05,SUB-000009,CEL-00108,4.537,15.25,14,89.33,258.04,2,,0.00,USAGE-20260805
2026-08-06,SUB-000009,CEL-00119,4.616,4.2,9,83.04,0.0,0,8000.00,8000.00,USAGE-20260806
2026-08-07,SUB-000009,CEL-00130,4.168,13.06,4,33.52,0.0,3,,0.00,USAGE-20260807
2026-08-08,SUB-000009,CEL-00141,3.803,6.09,17,97.61,0.0,1,,0.00,USAGE-20260808
2026-08-09,SUB-000009,CEL-00152,3.782,5.13,12,66.16,0.0,3,,0.00,USAGE-20260809
2026-08-10,SUB-000009,CEL-00163,2.495,18.39,7,69.27,0.0,2,,0.00,USAGE-20260810
2026-08-11,SUB-000009,CEL-00174,1.317,3.26,2,67.53,0.0,0,,0.00,USAGE-20260811
2026-08-12,SUB-000009,CEL-00005,3.895,8.02,15,89.22,0.0,1,,0.00,USAGE-20260812
2026-08-13,SUB-000009,CEL-00016,2.115,5.66,10,74.25,0.0,2,8000.00,8000.00,USAGE-20260813
2026-08-14,SUB-000009,CEL-00027,4.068,9.87,5,38.12,0.0,1,,0.00,USAGE-20260814
2026-08-01,SUB-000010,CEL-00071,26.754,6.34,0,83.85,0.0,0,,8560.80,USAGE-20260801
2026-08-02,SUB-000010,CEL-00082,21.302,21.56,13,74.07,0.0,2,,4744.40,USAGE-20260802
2026-08-03,SUB-000010,CEL-00093,8.362,8.26,8,29.22,0.0,0,,1499.67,USAGE-20260803
2026-08-04,SUB-000010,CEL-00104,27.978,4.28,3,59.81,0.0,2,,9417.60,USAGE-20260804
2026-08-05,SUB-000010,CEL-00115,10.253,12.09,16,69.64,0.0,2,,1499.67,USAGE-20260805
2026-08-06,SUB-000010,CEL-00126,26.582,9.73,11,90.61,0.0,1,,8440.40,USAGE-20260806
2026-08-07,SUB-000010,CEL-00137,20.565,10.67,6,32.18,0.0,0,,4228.50,USAGE-20260807
2026-08-08,SUB-000010,CEL-00148,21.348,20.42,1,55.73,0.0,1,,4776.60,USAGE-20260808
2026-08-09,SUB-000010,CEL-00159,21.664,17.1,14,89.1,0.0,1,,4997.80,USAGE-20260809
2026-08-10,SUB-000010,CEL-00170,11.832,6.48,9,76.47,0.0,0,,1499.67,USAGE-20260810
2026-08-11,SUB-000010,CEL-00001,17.406,9.64,4,87.31,0.0,0,,2017.20,USAGE-20260811
2026-08-12,SUB-000010,CEL-00012,20.599,13.46,17,57.79,0.0,2,,4252.30,USAGE-20260812
2026-08-13,SUB-000010,CEL-00023,9.19,20.99,12,40.64,0.0,1,,1499.67,USAGE-20260813
2026-08-14,SUB-000010,CEL-00034,14.759,5.92,7,80.68,0.0,0,,1499.67,USAGE-20260814
2026-08-01,SUB-000011,CEL-00078,2.335,13.75,2,80.6,0.0,1,,1134.17,USAGE-20260801
2026-08-02,SUB-000011,CEL-00089,0.872,10.18,15,86.32,0.0,0,,433.00,USAGE-20260802
2026-08-03,SUB-000011,CEL-00100,1.734,4.05,10,62.61,0.0,1,,713.47,USAGE-20260803
2026-08-04,SUB-000011,CEL-00111,2.006,9.84,5,91.3,0.0,2,,903.87,USAGE-20260804
2026-08-05,SUB-000011,CEL-00122,1.124,21.28,0,32.45,0.0,0,,433.00,USAGE-20260805
2026-08-06,SUB-000011,CEL-00133,1.741,5.96,13,41.72,492.49,3,,718.37,USAGE-20260806
2026-08-07,SUB-000011,CEL-00144,1.735,34.38,8,31.87,0.0,2,,714.17,USAGE-20260807
2026-08-08,SUB-000011,CEL-00155,1.154,6.35,3,41.55,0.0,0,,433.00,USAGE-20260808
2026-08-09,SUB-000011,CEL-00166,1.856,9.09,16,45.39,0.0,1,,798.87,USAGE-20260809
2026-08-10,SUB-000011,CEL-00177,1.826,15.33,11,37.58,0.0,1,,777.87,USAGE-20260810
2026-08-11,SUB-000011,CEL-00008,1.938,15.06,6,35.96,0.0,2,,856.27,USAGE-20260811
2026-08-12,SUB-000011,CEL-00019,0.885,7.1,1,86.81,0.0,2,,433.00,USAGE-20260812
2026-08-13,SUB-000011,CEL-00030,2.169,9.41,14,34.05,0.0,0,,1017.97,USAGE-20260813
2026-08-14,SUB-000011,CEL-00041,0.908,25.99,9,74.83,0.0,2,,433.00,USAGE-20260814
2026-08-01,SUB-000012,CEL-00085,0.41,8.96,4,0.0,0.0,0,,0.00,USAGE-20260801
2026-08-02,SUB-000012,CEL-00096,0.415,9.85,17,0.0,0.0,1,,0.00,USAGE-20260802
2026-08-03,SUB-000012,CEL-00107,0.355,7.91,12,0.0,0.0,0,5000.00,5000.00,USAGE-20260803
2026-08-04,SUB-000012,CEL-00118,0.291,20.36,7,0.0,0.0,2,,0.00,USAGE-20260804
2026-08-05,SUB-000012,CEL-00129,0.207,6.25,2,0.0,0.0,1,,0.00,USAGE-20260805
2026-08-06,SUB-000012,CEL-00140,0.459,11.96,15,0.0,0.0,0,,0.00,USAGE-20260806
2026-08-07,SUB-000012,CEL-00151,0.582,7.38,10,0.0,0.0,3,,0.00,USAGE-20260807
2026-08-08,SUB-000012,CEL-00162,0.268,20.35,5,0.0,0.0,1,,0.00,USAGE-20260808
2026-08-09,SUB-000012,CEL-00173,0.358,10.49,0,0.0,0.0,1,,0.00,USAGE-20260809
2026-08-10,SUB-000012,CEL-00004,0.399,10.48,13,0.0,0.0,1,5000.00,5000.00,USAGE-20260810
2026-08-11,SUB-000012,CEL-00015,0.54,20.69,8,0.0,0.0,1,,0.00,USAGE-20260811
2026-08-12,SUB-000012,CEL-00026,0.333,8.28,3,0.0,0.0,2,,0.00,USAGE-20260812
2026-08-13,SUB-000012,CEL-00037,0.376,7.59,16,0.0,0.0,1,,0.00,USAGE-20260813
2026-08-14,SUB-000012,CEL-00048,0.206,21.11,11,0.0,0.0,1,,0.00,USAGE-20260814
2026-08-01,SUB-000013,CEL-00092,8.606,10.44,6,55.22,0.0,0,,3857.20,USAGE-20260801
2026-08-02,SUB-000013,CEL-00103,6.577,10.3,1,45.5,0.0,0,,2436.90,USAGE-20260802
2026-08-03,SUB-000013,CEL-00114,4.433,8.58,14,47.81,0.0,0,,936.10,USAGE-20260803
2026-08-04,SUB-000013,CEL-00125,6.266,28.26,9,84.49,0.0,0,,2219.20,USAGE-20260804
2026-08-05,SUB-000013,CEL-00136,2.934,10.43,4,83.15,0.0,0,,633.00,USAGE-20260805
2026-08-06,SUB-000013,CEL-00147,3.431,12.76,17,82.04,0.0,1,,633.00,USAGE-20260806
2026-08-07,SUB-000013,CEL-00158,3.012,7.22,12,88.4,663.06,0,,633.00,USAGE-20260807
2026-08-08,SUB-000013,CEL-00169,2.614,9.12,7,82.62,0.0,2,,633.00,USAGE-20260808
2026-08-09,SUB-000013,CEL-00180,3.821,6.12,2,55.79,0.0,1,,633.00,USAGE-20260809
2026-08-10,SUB-000013,CEL-00011,3.689,15.43,15,33.31,0.0,1,,633.00,USAGE-20260810
2026-08-11,SUB-000013,CEL-00022,2.271,14.31,10,99.75,0.0,0,,633.00,USAGE-20260811
2026-08-12,SUB-000013,CEL-00033,5.17,13.43,5,84.99,0.0,1,,1452.00,USAGE-20260812
2026-08-13,SUB-000013,CEL-00044,3.74,24.6,0,43.61,0.0,1,,633.00,USAGE-20260813
2026-08-14,SUB-000013,CEL-00055,4.806,9.4,13,61.39,0.0,1,,1197.20,USAGE-20260814
2026-08-01,SUB-000014,CEL-00099,2.246,2.38,8,62.49,0.0,1,10000.00,10000.00,USAGE-20260801
2026-08-02,SUB-000014,CEL-00110,3.674,4.48,3,39.74,0.0,2,,0.00,USAGE-20260802
2026-08-03,SUB-000014,CEL-00121,2.184,5.84,16,48.44,0.0,1,,0.00,USAGE-20260803
2026-08-04,SUB-000014,CEL-00132,0.777,4.0,11,37.65,0.0,1,,0.00,USAGE-20260804
2026-08-05,SUB-000014,CEL-00143,1.729,7.79,6,96.13,0.0,0,,0.00,USAGE-20260805
2026-08-06,SUB-000014,CEL-00154,2.205,4.94,1,96.68,0.0,0,,0.00,USAGE-20260806
2026-08-07,SUB-000014,CEL-00165,1.33,7.52,14,72.57,0.0,2,,0.00,USAGE-20260807
2026-08-08,SUB-000014,CEL-00176,3.506,4.26,9,73.41,0.0,1,10000.00,10000.00,USAGE-20260808
2026-08-09,SUB-000014,CEL-00007,2.528,0.06,4,52.09,0.0,1,,0.00,USAGE-20260809
2026-08-10,SUB-000014,CEL-00018,1.195,1.16,17,31.87,0.0,0,,0.00,USAGE-20260810
2026-08-11,SUB-000014,CEL-00029,2.496,3.95,12,77.68,0.0,3,,0.00,USAGE-20260811
2026-08-12,SUB-000014,CEL-00040,1.805,2.9,7,54.26,0.0,1,,0.00,USAGE-20260812
2026-08-13,SUB-000014,CEL-00051,0.876,7.37,2,78.73,0.0,0,,0.00,USAGE-20260813
2026-08-14,SUB-000014,CEL-00062,1.602,7.13,15,59.55,0.0,2,,0.00,USAGE-20260814
2026-08-01,SUB-000015,CEL-00106,5.904,3.65,10,48.73,0.0,1,,866.33,USAGE-20260801
2026-08-02,SUB-000015,CEL-00117,7.296,3.41,5,51.62,0.0,1,,1306.87,USAGE-20260802
2026-08-03,SUB-000015,CEL-00128,8.481,2.16,0,32.31,0.0,2,,2136.37,USAGE-20260803
2026-08-04,SUB-000015,CEL-00139,7.309,1.34,13,32.89,0.0,0,,1315.97,USAGE-20260804
2026-08-05,SUB-000015,CEL-00150,6.617,2.59,8,82.82,0.0,2,,866.33,USAGE-20260805
2026-08-06,SUB-000015,CEL-00161,3.116,8.58,3,79.9,0.0,1,,866.33,USAGE-20260806
2026-08-06,SUB-000015,CEL-00172,10.164,2.28,16,30.63,0.0,0,,3314.47,USAGE-20260807
2026-08-08,SUB-000015,CEL-00003,6.825,8.12,11,28.73,48.79,1,,977.17,USAGE-20260808
2026-08-09,SUB-000015,CEL-00014,13.964,2.4,6,36.73,0.0,2,,5974.47,USAGE-20260809
2026-08-10,SUB-000015,CEL-00025,5.924,11.19,1,78.28,0.0,1,,866.33,USAGE-20260810
2026-08-11,SUB-000015,CEL-00036,9.641,9.16,14,80.68,0.0,0,,2948.37,USAGE-20260811
2026-08-12,SUB-000015,CEL-00047,5.791,4.27,9,91.82,0.0,1,,866.33,USAGE-20260812
2026-08-13,SUB-000015,CEL-00058,5.997,4.35,4,37.3,0.0,1,,866.33,USAGE-20260813
2026-08-14,SUB-000015,CEL-00069,8.895,10.1,17,55.58,0.0,1,,2426.17,USAGE-20260814
2026-08-01,SUB-000016,CEL-00113,0.621,26.43,12,0.0,0.0,0,,333.00,USAGE-20260801
2026-08-02,SUB-000016,,1.33,15.42,7,0.0,0.0,0,,797.33,USAGE-20260802
2026-08-03,SUB-000016,CEL-00135,0.825,15.39,2,0.0,0.0,1,,443.83,USAGE-20260803
2026-08-04,SUB-000016,CEL-00146,0.751,6.28,15,0.0,0.0,0,,392.03,USAGE-20260804
2026-08-05,SUB-000016,CEL-00157,0.882,8.03,10,0.0,0.0,1,,483.73,USAGE-20260805
2026-08-06,SUB-000016,CEL-00168,0.727,25.54,5,0.0,0.0,2,,375.23,USAGE-20260806
2026-08-07,SUB-000016,CEL-00179,0.935,2.61,0,0.0,0.0,2,,520.83,USAGE-20260807
2026-08-08,SUB-000016,CEL-00010,0.837,15.97,13,0.0,0.0,1,,452.23,USAGE-20260808
2026-08-09,SUB-000016,CEL-00021,1.14,5.54,8,0.0,0.0,2,,664.33,USAGE-20260809
2026-08-10,SUB-000016,CEL-00032,1.152,31.2,3,0.0,0.0,1,,672.73,USAGE-20260810
2026-08-11,SUB-000016,CEL-00043,0.428,9.92,16,0.0,0.0,0,,333.00,USAGE-20260811
2026-08-12,SUB-000016,CEL-00054,0.881,2.25,11,0.0,0.0,1,,483.03,USAGE-20260812
2026-08-13,SUB-000016,CEL-00065,0.773,20.15,6,0.0,0.0,2,,407.43,USAGE-20260813
2026-08-14,SUB-000016,CEL-99999,0.436,2.22,1,0.0,0.0,1,,333.00,USAGE-20260814
2026-08-01,SUB-000017,CEL-00120,33.692,3.23,14,85.18,0.0,0,,14250.73,USAGE-20260801
2026-08-02,SUB-000017,CEL-00131,23.276,8.36,9,72.74,0.0,1,,6959.53,USAGE-20260802
2026-08-03,SUB-000017,CEL-00142,13.436,14.75,4,41.71,0.0,0,,1166.33,USAGE-20260803
2026-08-04,SUB-000017,CEL-00153,15.513,6.88,17,60.64,0.0,0,,1525.43,USAGE-20260804
2026-08-05,SUB-000017,CEL-00164,15.627,10.83,12,28.9,0.0,1,,1605.23,USAGE-20260805
2026-08-06,SUB-000017,CEL-00175,7.246,5.39,7,34.18,0.0,0,,1166.33,USAGE-20260806
2026-08-07,SUB-000017,CEL-00006,11.893,8.07,2,30.71,0.0,1,,1166.33,USAGE-20260807
2026-08-08,SUB-000017,CEL-00017,24.88,12.07,15,62.92,0.0,0,,8082.33,USAGE-20260808
2026-08-09,SUB-000017,CEL-00028,24.821,13.9,10,60.67,697.79,1,,8041.03,USAGE-20260809
2026-08-10,SUB-000017,CEL-00039,21.272,14.06,5,96.27,0.0,1,,5556.73,USAGE-20260810
2026-08-11,SUB-000017,CEL-00050,22.149,16.81,0,93.72,0.0,3,,6170.63,USAGE-20260811
2026-08-12,SUB-000017,CEL-00061,19.517,21.51,13,80.48,0.0,0,,4328.23,USAGE-20260812
2026-08-13,SUB-000017,CEL-00072,7.033,7.81,8,77.21,0.0,0,,1166.33,USAGE-20260813
2026-08-14,SUB-000017,CEL-00083,12.757,5.2,3,26.76,0.0,2,,1166.33,USAGE-20260814
2026-08-01,SUB-000018,CEL-00127,2.393,7.91,16,33.89,0.0,2,,533.00,USAGE-20260801
2026-08-02,SUB-000018,CEL-00138,2.129,7.61,11,45.22,0.0,0,,533.00,USAGE-20260802
2026-08-03,SUB-000018,CEL-00149,4.545,17.82,6,31.34,0.0,2,,1847.83,USAGE-20260803
2026-08-04,SUB-000018,CEL-00160,3.551,7.43,1,70.84,0.0,1,,1152.03,USAGE-20260804
2026-08-05,SUB-000018,CEL-00171,3.592,7.1,14,55.74,0.0,1,,1180.73,USAGE-20260805
2026-08-06,SUB-000018,CEL-00002,2.874,17.38,9,47.38,0.0,0,,678.13,USAGE-20260806
2026-08-07,SUB-000018,CEL-00013,3.162,9.8,4,34.5,0.0,1,,879.73,USAGE-20260807
2026-08-08,SUB-000018,CEL-00024,1.732,9.84,17,52.36,0.0,2,,533.00,USAGE-20260808
2026-08-09,SUB-000018,CEL-00035,2.838,7.7,12,53.89,0.0,0,,652.93,USAGE-20260809
2026-08-10,SUB-000018,CEL-00046,1.883,12.12,7,75.23,0.0,1,,533.00,USAGE-20260810
